nom,prix,website,source,date_scraped,category,promotion,url,description,normalized_nom,normalized_description,nom_and_description,html
"LG - 24"" Top Control Smart Built-in  Tub Dishwasher with 3rd Rack, QuadWash Pro and 46dB",749.99,bestbuy.com,https://www.bestbuy.com/site/dishwashers/built-in-dishwashers/abcat0905001.c?id=abcat0905001&qp=hiddencontrols_facet%3DControl%20Location~Hidden%20Controls,2025-01-03 20:07:23,dishwashers,,,,"lg - 24"" top control smart built-in  tub dishwasher with 3rd rack, quadwash pro and 46db","lg - 24"" top control smart built-in  tub dishwasher with 3rd rack, quadwash pro and 46db",,
"Samsung - 24"" AutoRelease Dry Smart Built-In  Tub Dishwasher with 3rd Rack, Linear Wash, 39dBA",779.99,bestbuy.com,https://www.bestbuy.com/site/dishwashers/built-in-dishwashers/abcat0905001.c?id=abcat0905001&qp=hiddencontrols_facet%3DControl%20Location~Hidden%20Controls,2025-01-03 20:07:23,dishwashers,,,,"samsung - 24"" autorelease dry smart built-in  tub dishwasher with 3rd rack, linear wash, 39dba","samsung - 24"" autorelease dry smart built-in  tub dishwasher with 3rd rack, linear wash, 39dba",,
"Insignia™ - 24” Top Control Built-In Dishwasher with 3rd Rack, Sensor Wash Tub, 49 Dba, ENERGY STAR Certification",399.99,bestbuy.com,https://www.bestbuy.com/site/dishwashers/built-in-dishwashers/abcat0905001.c?id=abcat0905001&qp=hiddencontrols_facet%3DControl%20Location~Hidden%20Controls,2025-01-03 20:07:23,dishwashers,,,,"insignia™ - 24” top control built-in dishwasher with 3rd rack, sensor wash tub, 49 dba, energy star certification","insignia™ - 24” top control built-in dishwasher with 3rd rack, sensor wash tub, 49 dba, energy star certification",,
Whirlpool - 1.1 Cu. Ft. Countertop Microwave with 900W Cooking Power,159.99,bestbuy.com,https://www.bestbuy.com/site/microwaves/all-microwaves/pcmcat748301803023.c?id=pcmcat748301803023,2025-01-03 20:07:23,microwaves,,,,whirlpool - 1.1 cu. ft. countertop microwave with 900w cooking power,whirlpool - 1.1 cu. ft. countertop microwave with 900w cooking power,,
LG - 1.5 Cu. Ft. Countertop Microwave with Sensor Cooking and Smart Inverter,179.99,bestbuy.com,https://www.bestbuy.com/site/microwaves/all-microwaves/pcmcat748301803023.c?id=pcmcat748301803023,2025-01-03 20:07:23,microwaves,,,,lg - 1.5 cu. ft. countertop microwave with sensor cooking and smart inverter,lg - 1.5 cu. ft. countertop microwave with sensor cooking and smart inverter,,
LG - 1.7 Cu. Ft. Over-The-Range Microwave with Sensor Cook and EasyClean,249.99,bestbuy.com,https://www.bestbuy.com/site/microwaves/all-microwaves/pcmcat748301803023.c?id=pcmcat748301803023,2025-01-03 20:07:23,microwaves,,,,lg - 1.7 cu. ft. over-the-range microwave with sensor cook and easyclean,lg - 1.7 cu. ft. over-the-range microwave with sensor cook and easyclean,,
GE - 1.7 Cu. Ft. Over-the-Range Microwave with Sensor Cooking and Defrost,229.99,bestbuy.com,https://www.bestbuy.com/site/microwaves/all-microwaves/pcmcat748301803023.c?id=pcmcat748301803023,2025-01-03 20:07:23,microwaves,,,,ge - 1.7 cu. ft. over-the-range microwave with sensor cooking and defrost,ge - 1.7 cu. ft. over-the-range microwave with sensor cooking and defrost,,
Insignia™ - .7 Cu. Ft. Compact  Microwave ,69.99,bestbuy.com,https://www.bestbuy.com/site/microwaves/all-microwaves/pcmcat748301803023.c?id=pcmcat748301803023,2025-01-03 20:07:23,microwaves,,,,insignia™ - .7 cu. ft. compact  microwave ,insignia™ - .7 cu. ft. compact  microwave ,,
GE - 1.6 Cu. Ft. Over-the-Range Microwave with Convenience Cooking Controls,199.99,bestbuy.com,https://www.bestbuy.com/site/microwaves/all-microwaves/pcmcat748301803023.c?id=pcmcat748301803023,2025-01-03 20:07:23,microwaves,,,,ge - 1.6 cu. ft. over-the-range microwave with convenience cooking controls,ge - 1.6 cu. ft. over-the-range microwave with convenience cooking controls,,
KitchenAid - 1.1 Cu. Ft. Convection Flush Built-In Over-the-Range Microwave with Air Fry Mode,899.99,bestbuy.com,https://www.bestbuy.com/site/microwaves/all-microwaves/pcmcat748301803023.c?id=pcmcat748301803023,2025-01-03 20:07:23,microwaves,,,,kitchenaid - 1.1 cu. ft. convection flush built-in over-the-range microwave with air fry mode,kitchenaid - 1.1 cu. ft. convection flush built-in over-the-range microwave with air fry mode,,
GE - Profile Series 1.1 Cu. Ft. Built-In Microwave with Sensor Cooking and Defrost,479.0,bestbuy.com,https://www.bestbuy.com/site/microwaves/all-microwaves/pcmcat748301803023.c?id=pcmcat748301803023,2025-01-03 20:07:23,microwaves,,,,ge - profile series 1.1 cu. ft. built-in microwave with sensor cooking and defrost,ge - profile series 1.1 cu. ft. built-in microwave with sensor cooking and defrost,,
KitchenAid - 1.5 Cu. Ft. Countertop Microwave with Sensor Cooking and Air Fry,769.99,bestbuy.com,https://www.bestbuy.com/site/microwaves/all-microwaves/pcmcat748301803023.c?id=pcmcat748301803023,2025-01-03 20:07:23,microwaves,,,,kitchenaid - 1.5 cu. ft. countertop microwave with sensor cooking and air fry,kitchenaid - 1.5 cu. ft. countertop microwave with sensor cooking and air fry,,
GE Profile - 1.1 Cu. Ft. Built-In Microwave with Sensor Cooking and Electronic Touch Controlson,399.0,bestbuy.com,https://www.bestbuy.com/site/microwaves/all-microwaves/pcmcat748301803023.c?id=pcmcat748301803023,2025-01-03 20:07:23,microwaves,,,,ge profile - 1.1 cu. ft. built-in microwave with sensor cooking and electronic touch controlson,ge profile - 1.1 cu. ft. built-in microwave with sensor cooking and electronic touch controlson,,
LG - 0.9 Cu. Ft. Countertop Microwave with Sensor Cooking and Smart Inverter,139.99,bestbuy.com,https://www.bestbuy.com/site/microwaves/all-microwaves/pcmcat748301803023.c?id=pcmcat748301803023,2025-01-03 20:07:23,microwaves,,,,lg - 0.9 cu. ft. countertop microwave with sensor cooking and smart inverter,lg - 0.9 cu. ft. countertop microwave with sensor cooking and smart inverter,,
GE Profile - 2.2 Cu. Ft. Countertop Microwave with Sensor Cooking and Defrost,459.0,bestbuy.com,https://www.bestbuy.com/site/microwaves/all-microwaves/pcmcat748301803023.c?id=pcmcat748301803023,2025-01-03 20:07:23,microwaves,,,,ge profile - 2.2 cu. ft. countertop microwave with sensor cooking and defrost,ge profile - 2.2 cu. ft. countertop microwave with sensor cooking and defrost,,
Farberware - Classic 1.1 Cu. Ft. Countertop Microwave Oven,129.99,bestbuy.com,https://www.bestbuy.com/site/microwaves/all-microwaves/pcmcat748301803023.c?id=pcmcat748301803023,2025-01-03 20:07:23,microwaves,,,,farberware - classic 1.1 cu. ft. countertop microwave oven,farberware - classic 1.1 cu. ft. countertop microwave oven,,
Insignia™ - 1.1 Cu. Ft. Countertop Microwave ,89.99,bestbuy.com,https://www.bestbuy.com/site/microwaves/all-microwaves/pcmcat748301803023.c?id=pcmcat748301803023,2025-01-03 20:07:23,microwaves,,,,insignia™ - 1.1 cu. ft. countertop microwave ,insignia™ - 1.1 cu. ft. countertop microwave ,,
Samsung - 1.7 Cu. Ft. Over-the-Range Microwave,219.99,bestbuy.com,https://www.bestbuy.com/site/microwaves/all-microwaves/pcmcat748301803023.c?id=pcmcat748301803023,2025-01-03 20:07:23,microwaves,,,,samsung - 1.7 cu. ft. over-the-range microwave,samsung - 1.7 cu. ft. over-the-range microwave,,
"Samsung - 1.1 cu. ft. Smart SLIM Over-the-Range Microwave with 400 CFM Hood Ventilation, Wifi & Voice Control",429.99,bestbuy.com,https://www.bestbuy.com/site/microwaves/all-microwaves/pcmcat748301803023.c?id=pcmcat748301803023,2025-01-03 20:07:23,microwaves,,,,"samsung - 1.1 cu. ft. smart slim over-the-range microwave with 400 cfm hood ventilation, wifi & voice control","samsung - 1.1 cu. ft. smart slim over-the-range microwave with 400 cfm hood ventilation, wifi & voice control",,
LG - 2.0 Cu. Ft. Countertop Microwave with Sensor Cooking and Smart Inverter,199.99,bestbuy.com,https://www.bestbuy.com/site/microwaves/all-microwaves/pcmcat748301803023.c?id=pcmcat748301803023,2025-01-03 20:07:23,microwaves,,,,lg - 2.0 cu. ft. countertop microwave with sensor cooking and smart inverter,lg - 2.0 cu. ft. countertop microwave with sensor cooking and smart inverter,,
GE - 1.9 Cu. Ft. Over-the-Range Microwave with Sensor Cooking and Steam Cleaning,269.99,bestbuy.com,https://www.bestbuy.com/site/microwaves/all-microwaves/pcmcat748301803023.c?id=pcmcat748301803023,2025-01-03 20:07:23,microwaves,,,,ge - 1.9 cu. ft. over-the-range microwave with sensor cooking and steam cleaning,ge - 1.9 cu. ft. over-the-range microwave with sensor cooking and steam cleaning,,
Panasonic - 1.2 Cu. Ft. 1200-Watt Countertop Microwave Oven with Inverter Technology,199.99,bestbuy.com,https://www.bestbuy.com/site/microwaves/all-microwaves/pcmcat748301803023.c?id=pcmcat748301803023,2025-01-03 20:07:23,microwaves,,,,panasonic - 1.2 cu. ft. 1200-watt countertop microwave oven with inverter technology,panasonic - 1.2 cu. ft. 1200-watt countertop microwave oven with inverter technology,,
24 in. Built-In Smart Convection Microwave Drawer Oven (SMD2499FS),2199.99,sharpusa.com,https://shop.sharpusa.com/products/microwave-ovens/,2025-01-03 20:07:23,microwave-ovens,,,,24 in. built-in smart convection microwave drawer oven (smd2499fs),24 in. built-in smart convection microwave drawer oven (smd2499fs),,
24 in. 1.2 cu. ft. 950W Sharp  Smart Easy Wave Open Microwave Drawer Oven (SMD2479JS),1499.99,sharpusa.com,https://shop.sharpusa.com/products/microwave-ovens/,2025-01-03 20:07:23,microwave-ovens,,,,24 in. 1.2 cu. ft. 950w sharp  smart easy wave open microwave drawer oven (smd2479js),24 in. 1.2 cu. ft. 950w sharp  smart easy wave open microwave drawer oven (smd2479js),,
24 in. 1.2 cu. ft. 950W Sharp  Smart Easy Wave Open Microwave Drawer Oven (SMD2489ES),1499.99,sharpusa.com,https://shop.sharpusa.com/products/microwave-ovens/,2025-01-03 20:07:23,microwave-ovens,,,,24 in. 1.2 cu. ft. 950w sharp  smart easy wave open microwave drawer oven (smd2489es),24 in. 1.2 cu. ft. 950w sharp  smart easy wave open microwave drawer oven (smd2489es),,
24 in. 1.2 cu. ft. 950W Sharp  Microwave Drawer Oven (SMD2470AH),1399.99,sharpusa.com,https://shop.sharpusa.com/products/microwave-ovens/,2025-01-03 20:07:23,microwave-ovens,,,,24 in. 1.2 cu. ft. 950w sharp  microwave drawer oven (smd2470ah),24 in. 1.2 cu. ft. 950w sharp  microwave drawer oven (smd2470ah),,
30 in. 1.2 cu. ft. 950W Sharp  Microwave Drawer Oven (SMD3070ASY),1399.99,sharpusa.com,https://shop.sharpusa.com/products/microwave-ovens/,2025-01-03 20:07:23,microwave-ovens,,,,30 in. 1.2 cu. ft. 950w sharp  microwave drawer oven (smd3070asy),30 in. 1.2 cu. ft. 950w sharp  microwave drawer oven (smd3070asy),,
24 in. 1.2 cu. ft. 950W Sharp  Microwave Drawer Oven (SMD2470ASY),1299.99,sharpusa.com,https://shop.sharpusa.com/products/microwave-ovens/,2025-01-03 20:07:23,microwave-ovens,,,,24 in. 1.2 cu. ft. 950w sharp  microwave drawer oven (smd2470asy),24 in. 1.2 cu. ft. 950w sharp  microwave drawer oven (smd2470asy),,
24 in. 1.2 cu. ft. Built-In  Microwave Drawer Oven (SMD2440JS),1199.99,sharpusa.com,https://shop.sharpusa.com/products/microwave-ovens/,2025-01-03 20:07:23,microwave-ovens,,,,24 in. 1.2 cu. ft. built-in  microwave drawer oven (smd2440js),24 in. 1.2 cu. ft. built-in  microwave drawer oven (smd2440js),,
24 in. 1.2 cu. ft. 950W Sharp Easy Open  Microwave Drawer (KB6524PSY),1099.99,sharpusa.com,https://shop.sharpusa.com/products/microwave-ovens/,2025-01-03 20:07:23,microwave-ovens,,,,24 in. 1.2 cu. ft. 950w sharp easy open  microwave drawer (kb6524psy),24 in. 1.2 cu. ft. 950w sharp easy open  microwave drawer (kb6524psy),,
1.1 cu. ft. 850W Sharp  Over-the-Range Convection Microwave Oven (R1874TY),599.99,sharpusa.com,https://shop.sharpusa.com/products/microwave-ovens/,2025-01-03 20:07:23,microwave-ovens,,,,1.1 cu. ft. 850w sharp  over-the-range convection microwave oven (r1874ty),1.1 cu. ft. 850w sharp  over-the-range convection microwave oven (r1874ty),,
1.5 cu. ft. 900W Sharp  Carousel Convection + Microwave Oven (SMC1585BS),599.99,sharpusa.com,https://shop.sharpusa.com/products/microwave-ovens/,2025-01-03 20:07:23,microwave-ovens,,,,1.5 cu. ft. 900w sharp  carousel convection + microwave oven (smc1585bs),1.5 cu. ft. 900w sharp  carousel convection + microwave oven (smc1585bs),,
Sharp 1.5 cu. ft. 900W  Convection Countertop Microwave Oven (SMC1585KS),599.99,sharpusa.com,https://shop.sharpusa.com/products/microwave-ovens/,2025-01-03 20:07:23,microwave-ovens,,,,sharp 1.5 cu. ft. 900w  convection countertop microwave oven (smc1585ks),sharp 1.5 cu. ft. 900w  convection countertop microwave oven (smc1585ks),,
1.5 cu. ft. 900W Sharp Matte Carousel Convection Microwave Oven (SMC1585BB),499.99,sharpusa.com,https://shop.sharpusa.com/products/microwave-ovens/,2025-01-03 20:07:23,microwave-ovens,,,,1.5 cu. ft. 900w sharp matte carousel convection microwave oven (smc1585bb),1.5 cu. ft. 900w sharp matte carousel convection microwave oven (smc1585bb),,
Sharp Smart Combi Built-In Steam Oven (SSC2489GS),2499.99,sharpusa.com,https://shop.sharpusa.com/products/steam-ovens/,2025-01-03 20:07:23,steam-ovens,,,,sharp smart combi built-in steam oven (ssc2489gs),sharp smart combi built-in steam oven (ssc2489gs),,
Sharp SuperSteam+ Smart Superheated Steam and Convection Built-In Wall Oven (SSC2489DS),2499.99,sharpusa.com,https://shop.sharpusa.com/products/steam-ovens/,2025-01-03 20:07:23,steam-ovens,,,,sharp supersteam+ smart superheated steam and convection built-in wall oven (ssc2489ds),sharp supersteam+ smart superheated steam and convection built-in wall oven (ssc2489ds),,
Supersteam+ Superheated Steam and Convection Built-in Wall Oven (SSC3088AS),1999.99,sharpusa.com,https://shop.sharpusa.com/products/steam-ovens/,2025-01-03 20:07:23,steam-ovens,,,,supersteam+ superheated steam and convection built-in wall oven (ssc3088as),supersteam+ superheated steam and convection built-in wall oven (ssc3088as),,
Sharp Superheated Steam Countertop Oven (SSC0586DS),199.0,sharpusa.com,https://shop.sharpusa.com/products/steam-ovens/,2025-01-03 20:07:23,steam-ovens,,,,sharp superheated steam countertop oven (ssc0586ds),sharp superheated steam countertop oven (ssc0586ds),,
 European Convection Built-In Double Wall Oven (SWB3062GS),3199.99,sharpusa.com,https://shop.sharpusa.com/products/traditional-convection-wall-ovens/,2025-01-03 20:07:23,traditional-convection-wall-ovens,,,, european convection built-in double wall oven (swb3062gs), european convection built-in double wall oven (swb3062gs),,
 European Convection Built-In Single Wall Oven (SWA3062GS),2299.99,sharpusa.com,https://shop.sharpusa.com/products/traditional-convection-wall-ovens/,2025-01-03 20:07:23,traditional-convection-wall-ovens,,,, european convection built-in single wall oven (swa3062gs), european convection built-in single wall oven (swa3062gs),,
 European Convection Built-In Double Wall Oven (SWB3052DS),1999.99,sharpusa.com,https://shop.sharpusa.com/products/traditional-convection-wall-ovens/,2025-01-03 20:07:23,traditional-convection-wall-ovens,,,, european convection built-in double wall oven (swb3052ds), european convection built-in double wall oven (swb3052ds),,
24 in.  European Convection Built-In Single Wall Oven (SWA2450GS),1699.99,sharpusa.com,https://shop.sharpusa.com/products/traditional-convection-wall-ovens/,2025-01-03 20:07:23,traditional-convection-wall-ovens,,,,24 in.  european convection built-in single wall oven (swa2450gs),24 in.  european convection built-in single wall oven (swa2450gs),,
 European Convection Built-In Single Wall Oven (SWA3052DS),1699.99,sharpusa.com,https://shop.sharpusa.com/products/traditional-convection-wall-ovens/,2025-01-03 20:07:23,traditional-convection-wall-ovens,,,, european convection built-in single wall oven (swa3052ds), european convection built-in single wall oven (swa3052ds),,
"36 in. width Induction Cooktop, European  Finish Made with Premium SCHOTT Glass (SDH3652DB)",1299.99,sharpusa.com,https://shop.sharpusa.com/products/induction-cooktops/,2025-01-03 20:07:23,induction-cooktops,,,,"36 in. width induction cooktop, european  finish made with premium schott glass (sdh3652db)","36 in. width induction cooktop, european  finish made with premium schott glass (sdh3652db)",,
Sharp 30 in. Induction Cooktop with Side Accessories (SCH3043GB),1299.99,sharpusa.com,https://shop.sharpusa.com/products/induction-cooktops/,2025-01-03 20:07:23,induction-cooktops,,,,sharp 30 in. induction cooktop with side accessories (sch3043gb),sharp 30 in. induction cooktop with side accessories (sch3043gb),,
Sharp 24 in. Induction Cooktop with Side Accessories (SCH2443GB),1199.99,sharpusa.com,https://shop.sharpusa.com/products/induction-cooktops/,2025-01-03 20:07:23,induction-cooktops,,,,sharp 24 in. induction cooktop with side accessories (sch2443gb),sharp 24 in. induction cooktop with side accessories (sch2443gb),,
"30 in. width Induction Cooktop, European  Finish Made with Premium SCHOTT Glass (SDH3042DB)",999.99,sharpusa.com,https://shop.sharpusa.com/products/induction-cooktops/,2025-01-03 20:07:23,induction-cooktops,,,,"30 in. width induction cooktop, european  finish made with premium schott glass (sdh3042db)","30 in. width induction cooktop, european  finish made with premium schott glass (sdh3042db)",,
24 in. Drop-In Radiant Cooktop with Side Accessories  (SCR2442FB),799.99,sharpusa.com,https://shop.sharpusa.com/products/induction-cooktops/,2025-01-03 20:07:23,induction-cooktops,,,,24 in. drop-in radiant cooktop with side accessories  (scr2442fb),24 in. drop-in radiant cooktop with side accessories  (scr2442fb),,
